,Microbe_0,Microbe_1,Microbe_2,Microbe_3,Microbe_4,Microbe_5,Microbe_6,Microbe_7,Microbe_8,Microbe_9,Microbe_10,Microbe_11,Microbe_12,Microbe_13,Microbe_14,Microbe_15,Microbe_16,Microbe_17,Microbe_18,Microbe_19,Microbe_20,Microbe_21,Microbe_22,Microbe_23,Microbe_24,Microbe_25,Microbe_26,Microbe_27,Microbe_28,Microbe_29,Microbe_30,Microbe_31,Microbe_32,Microbe_33,Microbe_34,Microbe_35,Microbe_36,Microbe_37,Microbe_38,Microbe_39,Microbe_40,Microbe_41,Microbe_42,Microbe_43,Microbe_44,Microbe_45,Microbe_46,Microbe_47,Microbe_48,Microbe_49,Microbe_50,Microbe_51,Microbe_52,Microbe_53,Microbe_54,Microbe_55,Microbe_56,Microbe_57,Microbe_58,Microbe_59,Microbe_60,Microbe_61,Microbe_62,Microbe_63,Microbe_64,Microbe_65,Microbe_66,Microbe_67,Microbe_68,Microbe_69,Microbe_70,Microbe_71,Microbe_72,Microbe_73,Microbe_74,Microbe_75,Microbe_76,Microbe_77,Microbe_78,Microbe_79,Microbe_80,Microbe_81,Microbe_82,Microbe_83,Microbe_84,Microbe_85,Microbe_86,Microbe_87,Microbe_88,Microbe_89,Microbe_90,Microbe_91,Microbe_92,Microbe_93,Microbe_94,Microbe_95,Microbe_96,Microbe_97,Microbe_98,Microbe_99,Microbe_100,Microbe_101,Microbe_102,Microbe_103,Microbe_104,Microbe_105,Microbe_106,Microbe_107,Microbe_108,Microbe_109,Microbe_110,Microbe_111,Microbe_112,Microbe_113,Microbe_114,Microbe_115,Microbe_116,Microbe_117,Microbe_118,Microbe_119,Group
Patient_208,51,66,68,73,67,70,66,64,70,35,32,65,66,71,64,71,50,66,64,46,65,54,72,68,64,65,66,72,68,61,67,68,67,67,73,60,72,74,63,68,67,35,70,63,63,66,47,55,36,64,72,57,64,39,44,37,61,48,47,60,65,56,73,65,73,69,63,36,36,41,65,65,74,66,39,65,64,62,73,59,64,56,64,63,69,70,67,52,66,64,68,40,54,45,52,63,65,71,50,33,72,70,65,73,31,68,50,50,30,26,63,68,62,51,31,51,38,75,66,66,case
Patient_209,47,76,74,49,75,50,71,77,49,47,41,75,75,50,76,48,40,70,79,49,74,53,46,66,75,73,70,49,75,49,74,65,75,54,50,73,48,51,75,52,72,46,49,71,71,74,45,53,48,76,44,50,70,45,48,48,73,49,51,54,75,44,47,67,48,50,69,46,51,48,70,65,46,64,39,73,76,76,51,54,75,47,71,70,73,50,67,47,72,74,78,43,46,50,44,74,70,48,51,34,49,50,70,49,55,72,51,44,40,36,76,47,77,45,33,47,46,47,69,53,case
Patient_210,51,63,64,64,65,66,63,62,65,41,42,63,66,65,63,63,46,64,64,46,62,55,65,60,64,63,61,64,66,43,60,65,64,66,64,64,65,63,62,65,62,40,61,61,60,65,30,42,25,65,66,44,64,43,46,41,62,48,51,44,64,39,66,61,65,66,61,45,32,49,64,64,65,61,42,63,66,63,68,47,65,46,59,62,65,61,60,42,64,63,60,26,43,33,42,64,62,66,49,50,63,61,60,66,25,62,48,57,42,54,68,65,67,49,50,52,40,67,59,62,case
Patient_211,73,65,65,62,65,66,64,61,65,28,29,65,62,61,64,65,27,67,63,37,66,53,64,69,66,63,64,62,60,71,64,58,62,60,59,66,64,60,61,61,67,16,64,65,63,64,70,69,70,63,60,65,62,7,38,40,63,21,68,69,63,38,59,67,63,63,66,10,72,19,64,63,61,63,69,65,64,65,58,68,61,69,64,61,63,67,63,43,62,67,62,64,18,69,20,64,64,62,29,68,64,65,64,64,73,66,0,68,73,71,65,62,59,21,66,36,25,59,68,63,case
Patient_212,48,66,62,50,68,54,64,68,54,49,54,63,66,55,66,54,48,66,67,53,64,52,54,62,61,64,60,55,62,43,65,56,70,52,54,63,53,51,66,50,62,50,46,64,65,66,23,47,25,67,50,41,65,52,46,47,63,50,46,42,69,51,50,65,54,56,55,53,20,51,64,60,50,58,36,66,65,63,51,48,67,43,62,62,65,54,62,45,59,65,69,24,47,24,48,64,65,50,45,24,55,56,64,54,33,65,42,49,34,26,67,52,63,46,34,48,49,48,65,55,case
Patient_213,67,54,57,65,54,65,60,51,65,31,24,50,56,63,55,64,16,58,51,13,61,51,64,70,55,58,65,63,55,68,54,70,55,61,64,53,64,70,57,64,59,19,65,60,53,52,66,78,68,53,63,77,59,25,23,22,61,18,74,77,52,14,67,60,61,65,68,44,71,27,59,63,66,62,71,56,52,53,68,81,56,70,58,65,61,60,63,28,63,58,55,74,20,72,29,56,60,61,22,74,61,62,63,62,67,56,28,73,67,67,51,63,51,20,74,18,22,67,60,59,case
Patient_214,73,50,50,65,52,63,54,49,66,11,19,51,51,61,49,62,16,56,50,15,52,47,60,56,49,51,54,61,54,79,49,58,51,62,58,50,61,59,51,62,53,12,60,55,52,52,78,82,79,52,59,84,51,3,24,22,53,20,77,81,50,36,57,53,58,59,55,13,79,9,55,55,60,58,84,52,51,51,61,76,51,78,55,52,55,63,56,0,57,56,50,80,20,78,0,51,53,55,17,78,62,58,55,65,75,54,22,82,80,76,51,60,52,23,79,26,19,64,54,61,case
Patient_215,57,69,70,45,72,48,64,72,48,37,42,75,72,54,71,50,56,66,73,43,67,52,51,60,67,68,63,45,73,41,69,60,74,50,50,67,49,53,72,48,67,35,43,65,74,71,34,46,28,74,48,43,72,43,47,40,66,39,54,43,73,58,45,66,51,51,57,39,29,37,66,63,44,58,40,73,72,69,46,44,73,43,67,62,66,52,61,53,62,65,76,31,46,27,51,69,70,47,42,25,54,50,66,47,27,71,45,55,28,21,71,45,72,54,22,46,37,43,63,53,case
Patient_216,50,72,74,49,72,48,66,71,47,49,43,74,73,40,74,48,59,65,70,57,68,52,47,58,71,68,60,47,65,42,71,55,71,50,41,73,55,46,71,51,63,41,46,66,70,71,33,43,41,69,48,36,68,50,49,51,65,53,49,44,72,58,42,66,38,45,60,48,52,41,66,63,49,57,41,71,73,72,48,42,68,37,65,64,65,48,57,60,59,64,68,35,59,48,59,70,61,41,61,29,41,43,64,57,43,66,51,47,20,40,73,45,70,55,37,62,48,48,65,30,case
Patient_217,62,54,51,64,52,66,54,53,68,24,5,50,50,63,55,64,21,53,51,15,56,47,66,58,53,53,53,66,50,58,55,55,53,62,63,51,63,62,52,58,55,34,61,55,53,53,61,54,60,54,66,51,53,28,15,9,55,19,60,53,51,20,66,56,66,62,51,32,57,37,55,56,62,52,58,52,50,51,60,54,53,60,53,53,51,68,57,7,53,50,53,59,42,61,7,55,56,67,11,60,67,67,56,66,63,58,13,56,60,64,50,64,51,19,58,17,17,61,59,59,case
Patient_218,52,66,65,55,65,54,63,65,52,45,46,64,64,57,64,55,43,68,63,41,65,53,56,66,67,63,60,53,63,66,63,59,63,53,54,69,57,56,64,58,64,46,56,65,65,65,33,56,36,64,52,64,64,53,41,46,66,43,51,59,62,42,52,68,51,54,62,46,26,42,66,64,54,63,48,62,64,66,53,58,64,64,62,61,63,52,59,39,62,64,62,35,38,35,39,62,64,56,35,22,57,52,60,56,38,65,37,51,23,19,64,54,64,39,25,36,45,54,67,56,case
Patient_219,53,53,49,52,51,54,52,52,52,52,52,52,53,56,48,54,42,49,52,51,45,39,55,53,50,50,55,54,55,51,50,53,53,52,52,50,51,61,52,50,50,50,49,49,51,49,33,52,31,52,53,49,52,56,47,51,54,45,54,53,53,46,52,52,56,53,53,53,33,51,54,48,48,55,45,54,50,47,52,55,55,51,50,54,53,52,54,41,54,53,55,36,40,33,41,53,52,55,47,27,53,53,54,51,41,51,42,51,34,34,51,52,53,41,34,44,53,52,49,59,case
Patient_220,49,60,59,66,58,58,58,59,62,48,49,58,58,57,58,60,49,61,59,36,61,53,57,58,59,61,59,63,55,52,57,60,56,59,58,58,59,64,58,60,56,41,61,62,59,61,28,51,32,58,61,54,57,43,43,50,60,45,43,54,57,56,64,60,63,58,61,44,28,45,60,64,65,58,43,55,54,58,68,55,57,50,57,58,55,60,59,57,57,59,62,33,51,27,58,57,57,66,38,40,56,57,60,58,36,59,39,47,44,50,56,60,59,56,49,40,44,62,61,56,case
Patient_221,81,61,58,46,56,48,59,63,51,16,19,60,58,47,58,53,14,61,59,16,57,47,48,57,59,63,60,50,54,82,59,54,55,53,48,59,51,44,62,50,60,22,49,60,57,61,83,75,87,62,48,75,60,26,24,23,62,20,80,75,59,12,46,61,51,49,56,18,79,17,58,62,50,60,85,57,56,58,51,74,57,82,60,60,58,50,56,25,58,56,59,81,13,84,25,59,59,48,7,84,49,50,59,49,83,57,15,73,79,83,58,49,62,6,74,24,36,47,60,38,case
Patient_222,53,63,65,64,68,64,71,67,62,47,44,65,65,64,67,62,45,70,68,44,72,56,60,67,63,70,68,59,64,57,67,70,70,60,60,65,63,61,67,61,67,42,58,69,70,67,39,53,30,68,60,52,68,50,43,47,66,41,54,53,67,45,60,67,60,60,68,46,37,41,71,69,63,64,42,63,69,65,64,49,65,57,68,69,69,63,69,52,68,70,67,40,48,37,48,66,74,57,38,12,62,62,70,63,33,63,45,55,28,31,64,60,64,47,26,42,45,59,65,64,case
Patient_223,64,63,64,67,64,64,65,60,65,14,23,60,63,65,61,67,19,65,61,13,68,54,67,65,64,63,67,67,65,65,67,66,62,63,68,63,66,63,60,69,67,39,69,63,66,63,66,72,58,60,66,72,64,41,43,18,62,7,64,71,63,22,68,65,69,68,71,34,70,34,62,63,67,66,65,64,63,62,66,73,61,59,64,65,66,68,66,27,62,66,60,65,30,61,9,61,64,62,32,65,68,70,65,64,62,61,29,70,71,64,59,67,58,27,72,11,5,68,68,66,case
Patient_224,0,62,62,60,64,61,64,62,62,55,51,59,61,54,63,60,43,62,63,43,63,50,61,62,62,64,64,62,59,19,65,63,62,65,53,60,59,49,62,62,62,45,61,60,60,60,46,9,39,62,59,20,64,53,44,55,62,51,13,0,64,43,59,60,58,59,61,47,39,47,60,62,63,64,10,60,62,61,57,18,59,17,61,62,60,58,61,34,61,63,61,41,46,42,37,61,61,60,42,41,58,63,64,63,37,61,39,10,52,42,63,57,63,35,37,42,61,60,61,47,case
Patient_225,75,62,65,57,67,56,67,64,56,22,19,65,65,55,64,56,16,63,67,22,67,52,59,65,63,67,67,57,64,73,66,65,66,57,55,64,54,58,68,56,65,52,53,68,64,63,74,66,74,67,52,65,68,46,32,13,69,12,72,65,65,24,53,64,55,56,64,19,73,46,67,68,54,61,71,66,64,62,50,63,65,74,69,65,64,57,66,24,65,68,67,71,35,72,27,64,68,55,47,73,56,59,67,54,75,63,14,67,72,76,65,56,63,41,66,10,18,55,64,55,case
Patient_226,89,66,61,54,63,54,66,64,55,0,13,64,65,57,62,56,12,63,64,11,63,53,55,65,65,65,67,57,63,88,62,64,60,55,56,64,59,58,62,53,66,9,54,64,68,65,85,90,86,64,52,90,61,40,12,1,66,15,85,89,62,17,50,64,57,54,68,34,87,24,64,62,53,64,85,64,63,67,52,87,62,87,65,66,63,60,63,7,63,64,63,84,27,85,11,64,65,51,19,84,56,55,66,49,90,64,0,87,87,87,66,55,66,4,88,0,32,53,64,56,case
Patient_227,53,56,58,60,60,61,56,58,62,40,37,59,55,62,56,61,48,56,56,33,57,44,62,57,58,56,55,58,58,49,57,56,59,58,62,59,64,60,60,58,58,35,56,58,59,60,47,50,55,58,60,50,58,41,36,44,59,35,57,48,61,51,59,59,66,62,57,39,60,38,58,58,60,59,44,59,56,52,61,44,60,50,56,58,56,63,59,47,56,55,58,56,47,60,48,58,57,60,38,15,64,63,56,59,45,57,41,56,40,31,54,61,60,47,33,41,33,57,58,58,case
Patient_228,17,69,70,59,67,57,67,69,55,39,45,69,62,59,66,62,51,66,68,41,72,54,61,61,64,64,63,55,66,17,67,63,71,58,56,64,56,49,67,57,63,48,58,64,66,65,17,16,22,68,58,3,65,42,44,47,62,49,3,16,67,52,63,63,61,58,61,45,19,45,63,65,58,55,10,67,69,66,59,20,68,22,65,61,66,64,65,50,63,66,70,20,53,18,49,68,68,54,41,18,61,61,67,58,11,68,46,17,15,27,66,59,69,46,10,49,41,57,64,59,case
Patient_229,73,61,62,58,60,53,54,60,56,14,29,58,59,53,62,53,26,56,59,5,57,47,52,53,59,57,54,53,56,72,58,50,63,53,49,60,51,52,60,57,56,40,56,56,60,63,73,69,72,60,56,73,59,28,22,32,54,19,74,69,59,22,58,55,53,52,55,31,74,41,55,54,56,51,76,56,58,58,59,73,60,74,55,56,58,52,52,32,55,56,57,75,19,76,27,60,56,57,50,76,50,53,54,54,72,60,30,70,70,73,60,53,62,26,67,16,13,54,54,50,case
Patient_230,67,69,67,56,68,53,61,67,56,7,14,68,65,56,64,55,11,65,68,6,61,50,57,60,64,62,63,56,69,67,66,59,65,57,53,62,51,60,62,56,65,23,48,64,69,67,62,54,71,65,51,58,60,28,11,22,62,2,71,52,64,7,49,62,54,53,62,29,58,47,65,61,50,57,76,66,65,68,50,54,65,73,60,57,65,59,59,24,62,66,66,68,13,73,17,67,63,49,34,70,59,55,64,47,70,66,12,55,61,69,64,54,66,11,52,5,12,53,66,58,case
Patient_231,15,59,59,55,56,57,57,58,57,42,34,61,60,55,57,56,43,59,59,44,56,47,55,54,58,60,58,55,57,7,57,56,62,55,59,60,53,66,61,58,54,31,52,56,60,57,41,9,39,60,57,13,56,40,42,44,60,44,12,5,57,50,60,56,55,57,55,42,42,43,57,57,57,57,18,60,64,59,55,5,60,11,61,58,59,54,57,51,55,58,61,33,38,37,49,58,60,53,46,35,54,56,57,52,37,57,49,5,35,34,59,56,60,50,38,45,39,57,55,58,case
Patient_232,80,66,66,55,63,53,61,64,56,29,35,65,65,52,67,53,38,61,66,41,63,49,52,58,66,64,58,53,61,82,62,56,65,55,54,65,52,50,63,56,64,19,57,63,64,65,81,91,75,64,53,91,61,2,41,20,61,26,76,87,66,37,56,62,52,54,61,16,88,25,64,60,56,58,77,66,65,68,54,91,64,76,59,59,62,57,58,11,59,63,63,79,12,76,28,64,62,55,29,78,52,55,63,59,77,63,29,89,84,80,65,53,67,34,87,23,31,55,63,56,case
Patient_233,71,64,64,70,66,69,65,61,71,32,27,62,64,72,65,74,32,72,62,25,66,55,72,69,61,66,65,70,61,71,62,65,64,70,73,60,68,68,64,67,64,23,71,66,62,63,74,71,66,65,71,75,65,26,25,23,67,28,65,74,66,28,73,66,76,72,67,21,76,19,67,68,66,68,68,61,64,60,71,73,63,62,66,65,66,74,68,36,65,65,62,65,6,63,22,65,65,72,19,66,76,72,66,65,68,66,18,68,78,71,61,71,61,21,70,33,37,71,69,68,case
Patient_234,60,52,49,66,49,68,53,46,68,50,48,48,49,57,49,61,46,47,45,50,50,47,61,53,50,50,55,62,49,54,50,57,47,71,60,53,63,61,52,64,53,53,64,53,50,50,51,60,58,47,64,57,52,54,51,48,53,49,56,54,48,46,66,55,57,64,57,50,50,49,51,55,64,59,48,50,48,49,65,58,48,48,50,55,49,64,57,47,55,48,44,59,43,47,49,51,50,64,48,24,55,62,50,65,40,47,52,55,26,23,46,64,48,44,15,47,46,65,54,50,case
Patient_235,14,57,59,64,59,68,65,56,67,57,54,58,60,68,58,68,38,58,59,46,59,54,67,66,57,61,63,68,57,13,60,60,57,63,65,60,65,68,59,67,64,48,69,60,61,57,50,10,61,59,68,12,62,49,43,54,63,42,7,4,58,46,66,62,65,68,64,53,63,49,60,61,66,64,26,58,55,60,64,9,60,19,65,63,63,67,63,47,64,63,61,52,49,57,45,58,62,64,45,31,68,65,63,70,47,60,45,0,41,27,59,67,58,45,29,41,56,66,61,67,case
Patient_236,76,57,58,64,61,64,64,57,61,11,19,58,59,66,59,64,22,63,56,16,60,50,66,62,60,62,62,64,59,79,57,67,59,60,66,61,63,57,62,64,60,31,62,61,54,59,78,78,81,58,60,74,61,16,25,31,62,23,83,77,60,18,63,58,64,64,63,42,74,34,58,65,63,63,80,59,60,58,66,75,59,84,61,63,64,61,66,18,62,62,58,81,21,84,39,57,60,63,30,80,65,64,58,63,78,56,27,80,75,80,60,65,62,19,78,13,35,64,57,66,case
Patient_237,75,62,64,62,62,63,63,59,63,21,17,60,60,58,65,63,23,64,62,17,67,49,64,68,63,64,64,60,57,72,63,62,60,64,56,63,60,51,61,62,64,32,63,63,63,63,78,68,75,61,58,66,63,42,3,14,63,19,69,69,62,35,59,65,60,62,67,23,72,22,63,65,60,63,67,61,58,64,60,65,58,73,61,60,62,72,63,12,61,61,60,67,28,74,14,62,62,60,18,66,65,69,65,59,75,60,20,69,70,79,61,61,59,16,67,13,26,60,66,52,case
Patient_238,80,52,54,58,54,60,56,55,60,27,28,53,53,56,52,57,19,54,56,16,54,44,57,60,51,54,54,60,53,78,53,55,55,59,56,51,57,58,57,59,53,0,57,56,59,53,78,74,83,57,58,77,59,15,26,12,56,30,78,77,53,5,62,56,58,56,50,0,79,5,57,57,59,55,76,52,51,52,59,76,53,83,58,56,58,53,54,19,56,57,55,79,9,79,16,55,59,60,22,78,56,56,58,65,79,56,9,71,78,82,57,57,52,15,70,24,5,58,55,58,case
Patient_239,62,65,67,62,67,61,72,69,58,50,56,65,65,55,64,59,47,70,71,48,72,58,59,72,68,72,72,59,64,61,66,76,67,60,56,67,59,56,73,60,68,45,56,77,66,64,32,58,30,71,60,58,74,46,56,44,74,52,62,60,70,47,65,68,58,57,69,52,35,52,73,75,60,66,53,64,65,65,59,63,65,63,75,75,70,55,69,45,72,73,64,28,42,26,42,67,75,60,56,41,56,55,75,57,37,67,48,63,51,47,68,60,66,48,47,49,52,59,67,57,case
Patient_240,70,55,55,61,53,62,55,54,67,51,53,52,56,58,52,59,52,58,55,39,56,46,59,60,56,56,60,60,52,67,56,60,54,62,60,56,59,60,56,62,59,47,62,55,54,54,39,67,34,57,65,66,55,51,43,48,60,39,67,68,56,56,61,56,61,59,58,50,45,44,53,57,61,60,55,53,54,56,62,70,54,74,56,59,57,58,59,54,59,53,54,29,57,45,55,55,55,65,51,46,59,56,57,58,38,56,41,70,42,49,59,58,56,52,53,42,53,60,61,59,case
Patient_241,60,58,60,71,57,72,57,54,70,48,40,58,59,74,61,67,43,58,56,56,58,51,68,64,62,58,62,70,55,65,56,62,59,67,73,61,68,57,55,70,61,50,76,56,58,60,37,65,33,58,71,67,57,43,42,47,60,47,58,62,55,39,76,59,70,72,60,47,28,48,59,58,73,63,48,58,55,57,75,62,56,68,56,58,61,67,61,49,64,59,57,37,45,36,44,60,58,73,47,30,70,71,57,76,34,59,48,58,38,30,61,70,61,45,26,48,36,74,61,83,case
Patient_242,70,65,67,61,67,66,66,70,63,12,25,66,65,56,66,64,21,69,67,19,67,56,65,66,68,70,64,65,57,72,64,60,65,59,59,69,63,59,66,62,67,26,62,68,67,67,76,77,71,71,65,82,69,18,24,9,68,25,71,82,64,27,67,70,65,61,62,31,77,33,66,67,61,62,72,67,65,62,64,84,63,70,68,65,67,63,63,28,64,66,65,71,26,73,15,64,67,64,22,74,58,59,68,67,71,65,20,77,71,72,67,62,64,13,74,10,13,65,69,59,case
Patient_243,55,62,63,39,60,44,55,66,45,46,49,62,63,46,64,43,49,62,64,39,60,45,41,57,62,62,58,41,59,51,61,48,62,45,46,63,41,43,64,37,60,41,38,60,62,63,43,48,38,63,43,48,59,43,38,42,62,40,54,48,63,50,39,61,47,45,56,44,40,42,61,54,41,52,43,62,64,63,39,48,62,47,58,56,61,48,56,49,59,61,65,38,49,42,53,62,60,39,47,28,46,47,60,36,28,62,41,49,36,34,65,44,65,48,38,43,45,39,61,43,case
Patient_244,54,70,70,54,67,57,64,70,55,38,37,71,70,54,69,53,44,67,68,37,66,50,51,60,69,65,63,54,68,54,68,65,70,55,55,69,54,61,66,54,66,45,53,64,65,69,31,56,28,67,49,53,64,39,39,36,63,39,56,47,67,48,55,63,53,50,64,38,29,33,64,62,53,59,42,67,71,74,52,50,68,51,63,64,66,52,63,53,60,66,65,32,50,30,51,67,62,53,38,29,55,50,66,60,24,69,37,50,33,23,70,52,70,48,36,39,44,57,63,53,case
Patient_245,77,78,79,52,78,54,71,81,56,29,18,78,78,56,80,54,24,79,79,38,78,62,50,68,78,75,68,48,73,75,76,62,78,52,55,78,52,54,77,51,75,25,50,73,82,80,75,61,78,80,51,68,74,5,9,25,75,21,79,63,78,21,50,75,56,54,70,23,72,31,76,70,49,62,81,76,78,79,51,66,77,81,73,70,70,57,67,3,71,75,81,80,11,81,24,76,76,55,39,80,59,51,75,55,78,79,31,58,72,78,81,48,79,18,60,24,33,45,76,52,case
Patient_246,84,66,65,49,65,49,64,62,48,15,30,67,66,53,65,45,10,63,63,16,62,49,46,59,61,64,61,49,68,84,67,61,66,53,46,63,49,53,64,50,62,15,49,64,64,64,87,84,85,63,45,87,64,25,12,12,61,13,84,86,65,29,51,62,44,47,64,14,85,25,65,62,48,59,84,64,66,66,48,86,65,87,66,63,66,48,60,24,61,64,65,86,21,87,19,63,63,48,29,85,46,46,63,56,86,64,13,88,84,85,63,48,64,14,82,9,21,48,58,49,case
Patient_247,21,59,57,58,59,57,61,58,58,36,37,61,60,63,59,63,50,60,60,41,58,45,63,64,56,61,61,59,62,6,62,60,62,59,63,57,56,63,59,56,60,35,55,58,62,59,32,6,37,61,55,0,62,35,42,34,61,47,16,7,62,37,56,61,63,60,59,37,39,41,60,59,56,61,0,60,64,60,56,14,61,6,62,61,60,63,63,40,59,62,61,46,42,44,47,58,63,60,51,46,66,67,62,55,57,60,49,15,46,40,61,65,59,48,45,45,45,57,60,64,case
Patient_248,59,60,62,66,61,71,61,59,69,38,41,57,60,67,61,70,55,63,60,51,61,53,68,64,62,61,63,69,59,44,61,62,61,69,69,60,66,58,60,68,64,35,70,59,57,59,32,46,43,60,67,46,61,36,47,38,61,55,58,41,58,49,68,61,72,72,63,42,40,39,57,63,69,63,41,58,59,59,67,42,57,43,58,63,60,74,66,56,68,64,62,32,60,40,55,58,60,69,46,41,71,73,64,68,36,61,56,57,44,41,59,70,61,56,62,54,39,68,64,72,case
Patient_249,52,76,75,54,74,54,69,74,54,44,44,74,74,54,73,52,41,76,74,46,74,61,52,66,76,73,68,52,69,40,75,65,72,59,51,75,55,44,73,55,72,48,56,72,70,73,31,42,36,73,51,45,71,52,43,48,71,42,56,44,72,38,53,73,55,47,69,45,40,55,68,67,54,63,43,70,77,76,56,42,72,43,71,69,71,55,62,47,68,72,71,33,39,33,45,70,68,56,48,35,52,47,71,54,32,71,48,56,27,38,75,52,75,46,35,44,47,55,70,46,case
Patient_250,93,64,61,53,64,51,62,64,52,25,19,63,64,53,62,50,25,59,64,17,63,50,51,63,61,62,63,51,62,94,61,67,63,55,51,62,51,58,63,53,59,31,51,62,64,62,91,71,94,64,55,72,66,32,24,5,61,25,97,69,65,17,55,61,50,52,57,34,90,32,61,61,53,57,101,61,63,60,56,73,64,97,63,62,61,47,61,22,62,61,65,96,18,98,34,65,65,56,27,98,49,50,64,53,93,61,38,63,89,96,62,54,65,40,65,10,17,58,59,50,case
Patient_251,49,59,59,68,62,69,65,58,68,39,46,60,59,69,57,70,48,63,60,40,65,51,68,62,57,62,65,69,61,56,63,65,59,67,71,60,72,53,59,69,60,42,69,60,57,55,49,56,54,59,70,56,65,41,45,38,59,45,48,58,61,48,68,61,72,71,63,43,62,43,58,62,66,66,44,58,60,57,72,60,54,60,62,63,58,68,62,35,63,61,60,51,43,52,43,58,60,71,46,26,73,71,61,75,54,60,40,44,35,24,59,68,56,43,29,46,36,67,64,66,case
Patient_252,69,57,54,61,57,59,58,59,59,24,19,57,54,62,57,62,22,58,56,17,59,46,60,56,54,59,57,60,56,70,58,59,54,59,58,55,60,51,56,58,56,7,61,58,57,55,71,60,74,55,59,59,57,21,20,19,58,19,69,60,55,20,56,58,61,58,61,17,65,8,58,59,60,59,73,53,56,55,58,53,53,72,56,57,54,60,56,9,56,58,57,71,7,70,21,56,60,63,11,70,60,56,59,57,69,55,22,61,70,70,51,63,56,12,61,17,13,63,56,59,case
Patient_253,81,72,72,57,71,56,69,75,56,15,19,73,70,52,72,57,24,71,76,17,71,57,53,65,71,72,68,55,73,80,75,65,70,58,56,71,55,53,71,56,69,40,55,70,69,72,76,70,79,72,53,69,68,40,14,13,69,13,81,67,70,20,53,67,53,56,67,38,77,46,66,69,54,63,82,71,72,75,55,71,69,81,71,69,70,56,67,19,68,72,72,80,39,81,21,69,70,54,44,81,52,54,71,55,80,73,17,66,76,80,73,54,74,27,68,8,17,57,68,58,case
Patient_254,73,56,53,64,55,61,56,57,62,22,25,54,52,54,54,58,28,52,54,22,56,45,56,57,54,54,55,60,49,71,57,54,54,63,55,56,55,53,54,62,55,36,65,57,57,55,74,65,73,53,56,66,54,42,6,15,55,22,69,67,54,27,65,55,56,61,56,33,71,37,56,56,62,54,67,52,54,55,65,65,52,74,54,57,52,63,56,19,52,54,53,69,34,72,23,56,54,62,27,66,56,60,55,57,74,53,34,63,71,74,52,63,51,19,63,17,19,61,54,50,case
Patient_255,68,63,63,69,62,71,64,60,69,21,22,62,62,67,61,70,20,65,60,13,63,53,69,64,63,64,65,68,59,69,63,66,62,69,69,63,68,63,62,69,63,25,70,62,57,64,68,61,75,63,73,61,62,24,25,29,63,24,75,61,61,31,73,64,73,70,67,37,62,33,63,65,71,66,77,65,60,65,72,59,62,75,61,64,65,68,65,22,65,63,59,74,40,76,44,62,61,73,25,73,65,69,63,65,71,63,6,62,64,72,62,74,65,28,59,21,22,70,66,75,case
Patient_256,65,53,53,70,51,71,58,56,72,37,21,52,53,67,52,62,24,58,54,24,56,51,67,59,56,58,59,68,52,68,53,64,53,70,66,50,65,71,54,66,59,28,70,58,49,52,66,73,66,54,71,73,58,17,20,16,59,25,68,74,52,20,74,57,68,62,59,19,68,18,57,62,73,56,68,53,52,53,73,76,51,67,60,61,58,65,59,16,63,57,52,73,21,66,13,51,58,71,14,70,64,62,58,68,65,54,18,71,70,66,58,68,54,27,71,17,26,73,56,70,case
Patient_257,20,69,70,58,67,60,64,67,59,45,41,68,69,61,67,58,51,65,64,44,66,53,57,61,72,67,64,61,63,16,66,62,67,61,58,69,60,56,66,58,65,42,62,68,59,68,45,6,46,66,58,9,64,41,49,39,64,47,11,20,67,46,57,64,62,58,63,42,40,42,66,65,57,64,24,66,65,72,59,14,66,17,64,63,67,60,61,47,66,66,63,46,51,45,49,70,63,56,43,49,61,59,63,64,51,66,43,14,43,42,70,60,71,48,52,46,40,59,63,60,case
Patient_258,55,64,61,53,63,58,61,67,58,15,26,62,66,54,66,59,13,64,65,22,65,49,55,66,65,64,63,55,60,56,67,54,64,58,55,65,60,54,64,55,70,19,51,60,71,64,56,49,52,65,47,50,60,14,24,13,66,31,53,52,62,29,46,68,54,56,61,11,61,8,65,59,46,66,50,64,63,65,46,51,64,53,64,62,62,63,60,32,64,69,66,54,12,53,26,65,67,47,12,53,62,63,66,60,54,68,19,53,58,58,61,52,61,13,52,27,16,46,70,52,case
Patient_259,77,63,68,78,66,74,66,60,75,12,16,63,66,65,65,74,12,64,62,8,67,58,76,69,68,67,69,76,61,78,62,68,64,70,72,69,73,65,64,78,67,29,79,66,65,65,74,59,77,64,77,59,64,31,15,16,65,13,76,59,65,27,77,67,73,73,70,16,70,23,65,67,80,66,75,62,67,64,80,62,61,74,65,65,62,73,68,27,65,63,60,76,30,77,25,64,62,77,31,74,65,73,64,77,78,62,7,59,74,75,68,75,63,13,61,9,17,77,67,65,case
Patient_260,53,66,66,65,65,61,65,65,61,30,33,67,68,60,68,62,44,62,66,34,64,55,62,63,67,65,64,63,65,55,68,60,67,62,57,66,60,73,67,67,63,36,66,62,64,66,38,54,37,67,65,51,66,35,42,20,64,35,53,54,68,40,63,67,59,59,65,31,45,30,65,64,65,63,43,65,67,70,64,51,66,51,64,62,65,64,59,46,61,66,66,37,48,40,48,64,62,64,43,36,62,60,64,65,44,65,43,52,37,25,69,61,64,46,32,37,26,64,64,58,case
